"","idn","used","elkuid","migrant","migcode","year","daynight","Night","season","bioseason","utmx","utmy","elevgis","slope","northsl","flatslo","southsl","caspv","v23","celev","v25","hshade2","wetness","green","distdiv","landcov","landtype","totalshrub","totalforb","totalherb","ctotrisk","ctotrisk2","riskforage","for2","risk2","elkuidF"
"4535",39,1,196,"Migrant",1,2002,"Day",0,"summer","s02",600943.3,5734423,1680,2.71,1,0,0,4,10,1,4,184,9.84,9,61.26,8,"Shrubs",365,19,42,0.25,0.0625,10.5,1764,0.0625,"196"
"4537",17964,1,73,"Migrant",1,2004,"Day",0,"summer","s04",548984.4,5704840,1949,25.46,1,0,0,2,10,4,11,100,9.94,8,3.31,3,"Closed Conifer",287,22,31,0.0001172,1.37e-08,0.0036331,961,1.37e-08,"73"
"4538",17827,1,73,"Migrant",1,2004,"Day",0,"summer","s04",548070.1,5707237,1947,24.5,1,0,0,2,10,5,11,91,9.78,8,5.44,3,"Closed Conifer",293,22,31,0.00012447,1.55e-08,0.0038585,961,1.55e-08,"73"
"4539",22883,1,73,"Migrant",1,2004,"Day",0,"summer","s04",548215.8,5706518,2011,23.85,1,0,0,5,10,5,11,96,9.81,8,4.74,3,"Closed Conifer",298,23,31,0.00014456,2.09e-08,0.0044814,961,2.09e-08,"73"
"4540",22890,1,73,"Migrant",1,2004,"Day",0,"summer","s04",548231.4,5706728,1986,21.86,1,0,0,5,10,4,11,109,10.28,8,4.95,3,"Closed Conifer",292,23,31,0.00014901,2.22e-08,0.0046192,961,2.22e-08,"73"
"4541",4075,1,5,"Migrant",1,2003,"Night",1,"summer","s03",545138.3,5713043,1924,31.12,1,0,0,2,10,4,11,69,8.69,9,3.71,8,"Shrubs",508,12,31,0.00015092,2.28e-08,0.0046785,961,2.28e-08,"5"
"4542",24566,1,78,"Migrant",1,2004,"Night",1,"summer","s04",559894.1,5699581,1945,19.45,0,0,1,3,10,3,11,224,8.53,8,10.21,3,"Closed Conifer",147,23,31,0.00015952,2.54e-08,0.0049452,961,2.54e-08,"78"
"4543",19685,1,73,"Migrant",1,2004,"Day",0,"summer","s04",548743.9,5705258,2009,21.98,1,0,0,3,10,5,12,111,10.8,8,3.62,3,"Closed Conifer",302,22,31,0.0001632,2.66e-08,0.0050593,961,2.66e-08,"73"
"4544",17357,1,73,"Migrant",1,2004,"Day",0,"summer","s04",547592.3,5708299,1900,18.13,1,0,0,2,10,4,9,115,10.96,8,4.81,3,"Closed Conifer",287,21,31,0.00018761,3.52e-08,0.005816,961,3.52e-08,"73"
"4545",22973,1,78,"Migrant",1,2004,"Night",1,"summer","s04",559355.7,5700338,1967,21.39,0,0,1,3,10,4,12,233,11.35,8,9.66,3,"Closed Conifer",190,22,31,0.00018952,3.59e-08,0.0058751,961,3.59e-08,"78"
"4546",24869,1,73,"Migrant",1,2004,"Night",1,"summer","s04",548940.8,5705764,1834,19.22,1,0,0,2,10,4,12,119,9.46,8,4.17,2,"Moderate Conifer",313,22,31,0.00019842,3.94e-08,0.006151,961,3.94e-08,"73"
"4548",24871,1,78,"Migrant",1,2004,"Night",1,"summer","s04",558355.4,5702033,2067,23.91,0,0,1,2,10,4,11,237,10.56,8,8.75,3,"Closed Conifer",189,22,31,0.00022576,5.1e-08,0.0069987,961,5.1e-08,"78"
"4549",11399,1,96,"Migrant",1,2004,"Night",1,"summer","s04",574624.1,5741511,2278,28.7,0,0,1,1,10,4,9,243,10.29,7,44.68,15,"Alpine-Herbaceous",0,24,31,0.00029395,8.64e-08,0.0091125,961,8.64e-08,"96"
"4550",11918,1,96,"Migrant",1,2004,"Night",1,"summer","s04",574546.3,5741621,2295,25.54,0,0,1,1,10,4,9,240,10.43,7,44.7,15,"Alpine-Herbaceous",0,24,31,0.00033022,1.09e-07,0.0102368,961,1.09e-07,"96"
"4551",22494,1,92,"Migrant",1,2004,"Day",0,"summer","s04",581371.4,5705825,2319,31.15,0,0,1,5,10,4,10,170,7.99,7,32.07,15,"Alpine-Herbaceous",33,24,31,0.00034401,1.18e-07,0.0106643,961,1.18e-07,"92"
"4552",16327,1,73,"Migrant",1,2004,"Day",0,"summer","s04",544700.4,5712367,2036,12.55,0,0,1,6,10,4,12,199,10.86,9,2.97,2,"Moderate Conifer",275,22,31,0.00036378,1.32e-07,0.0112772,961,1.32e-07,"73"
"4553",3267,1,42,"Migrant",1,2003,"Night",1,"summer","s03",602247,5733031,1676,2.86,1,0,0,2,10,1,3,186,11.99,9,61.64,7,"Herbaceous",240,16,45,0.31,0.0961,13.95,2025,0.0961,"42"
"4554",23617,1,92,"Migrant",1,2004,"Night",1,"summer","s04",580090.7,5708740,2353,34.92,0,0,1,7,10,4,10,201,8.77,8,31.4,15,"Alpine-Herbaceous",66,23,31,0.00040463,1.64e-07,0.0125437,961,1.64e-07,"92"
"4555",26195,1,92,"Migrant",1,2004,"Night",1,"summer","s04",580318.6,5708741,2274,36.44,0,0,1,4,10,4,11,165,9.05,9,31.63,15,"Alpine-Herbaceous",0,22,31,0.00040949,1.68e-07,0.0126942,961,1.68e-07,"92"
"4556",25934,1,78,"Migrant",1,2004,"Night",1,"summer","s04",558894.6,5699678,1771,17.1,0,0,1,3,10,3,9,225,9.92,6,9.21,1,"Open Conifer",0,22,31,0.00041709,1.74e-07,0.0129297,961,1.74e-07,"78"
"4557",26645,1,92,"Migrant",1,2004,"Night",1,"summer","s04",580352.9,5708822,2319,35.12,0,0,1,4,10,4,12,163,8.76,9,31.68,15,"Alpine-Herbaceous",0,22,31,0.00043979,1.93e-07,0.0136336,961,1.93e-07,"92"
"4558",25705,1,92,"Migrant",1,2004,"Night",1,"summer","s04",580299.3,5708868,2358,32.97,0,0,1,6,10,4,12,174,8.62,9,31.63,15,"Alpine-Herbaceous",0,22,31,0.00049265,2.43e-07,0.0152722,961,2.43e-07,"92"
"4560",24541,1,73,"Migrant",1,2004,"Day",0,"summer","s04",546905.1,5710519,1757,8.38,1,0,0,3,10,2,10,152,10.79,8,4.31,2,"Moderate Conifer",302,21,31,0.00055595,3.09e-07,0.0172345,961,3.09e-07,"73"
"4561",14921,1,59,"Migrant",1,2004,"Day",0,"summer","s04",575323.5,5741109,2375,23.39,0,0,1,1,10,4,9,236,9.94,7,44.92,15,"Alpine-Herbaceous",0,24,31,0.0005777,3.34e-07,0.0179086,961,3.34e-07,"59"
"4562",25094,1,73,"Migrant",1,2004,"Night",1,"summer","s04",549095.4,5710549,1753,5.55,0,0,1,3,9,2,7,196,11.96,8,6.44,2,"Moderate Conifer",283,21,31,0.00058038,3.37e-07,0.0179919,961,3.37e-07,"73"
"4563",17111,1,59,"Migrant",1,2004,"Day",0,"summer","s04",576131,5740251,2378,23.43,0,0,1,1,10,4,9,236,10.2,7,44.94,15,"Alpine-Herbaceous",0,24,31,0.0006109,3.73e-07,0.0189378,961,3.73e-07,"59"
"4564",12033,1,59,"Migrant",1,2004,"Day",0,"summer","s04",574634.6,5741484,2264,29.21,0,0,1,1,10,5,9,244,10.27,7,44.66,15,"Alpine-Herbaceous",0,24,31,0.00062579,3.92e-07,0.0193994,961,3.92e-07,"59"
"4565",20371,1,74,"Migrant",1,2004,"Night",1,"summer","s04",580422,5708914,2324,32.52,1,0,0,5,10,4,12,95,7.94,7,31.76,15,"Alpine-Herbaceous",103,24,31,0.00063075,3.98e-07,0.0195532,961,3.98e-07,"74"
"4566",10427,1,78,"Migrant",1,2004,"Day",0,"summer","s04",558859.2,5697280,1603,1.72,1,0,0,4,10,2,4,185,10.3,7,9.17,1,"Open Conifer",231,20,31,0.0006432,4.14e-07,0.0199391,961,4.14e-07,"78"
"4568",20352,1,92,"Migrant",1,2004,"Night",1,"summer","s04",580401.7,5708942,2323,32.64,1,0,0,5,10,4,12,71,8.34,7,31.77,15,"Alpine-Herbaceous",132,23,31,0.00065014,4.23e-07,0.0201544,961,4.23e-07,"92"
"4569",11508,1,96,"Migrant",1,2004,"Day",0,"summer","s04",574595,5741530,2281,27.59,0,0,1,1,10,4,9,242,10.39,7,44.68,15,"Alpine-Herbaceous",0,24,31,0.00067225,4.52e-07,0.0208397,961,4.52e-07,"96"
"4570",26509,1,92,"Migrant",1,2004,"Night",1,"summer","s04",580291.6,5708898,2374,29.9,0,0,1,6,10,4,12,166,8.45,9,31.64,15,"Alpine-Herbaceous",0,22,31,0.00067904,4.61e-07,0.0210501,961,4.61e-07,"92"
"4571",11524,1,59,"Migrant",1,2004,"Day",0,"summer","s04",574108.4,5741907,2268,27.4,0,0,1,1,10,5,10,243,10.59,9,44.59,15,"Alpine-Herbaceous",54,22,31,0.00068504,4.69e-07,0.0212363,961,4.69e-07,"59"
"4572",15638,1,96,"Migrant",1,2004,"Day",0,"summer","s04",574413.1,5741714,2291,24.62,0,0,1,1,10,4,9,238,10.57,8,44.68,15,"Alpine-Herbaceous",55,22,31,0.00068874,4.74e-07,0.0213511,961,4.74e-07,"96"
"4573",13939,1,59,"Migrant",1,2004,"Day",0,"summer","s04",574074.7,5741948,2276,26.49,0,0,1,2,10,4,10,241,10.49,8,44.61,15,"Alpine-Herbaceous",52,22,31,0.00069983,4.9e-07,0.0216948,961,4.9e-07,"59"
"4574",19079,1,78,"Migrant",1,2004,"Day",0,"summer","s04",558070.1,5703345,2099,18.68,1,0,0,7,10,3,11,148,10.37,8,8.74,2,"Moderate Conifer",322,23,31,0.0007006,4.91e-07,0.0217185,961,4.91e-07,"78"
"4575",21053,1,59,"Migrant",1,2004,"Night",1,"summer","s04",577470.6,5738565,2309,23.99,0,0,1,4,10,4,9,237,10,8,44.91,15,"Alpine-Herbaceous",50,23,31,0.00070421,4.96e-07,0.0218305,961,4.96e-07,"59"
"4576",15616,1,59,"Migrant",1,2004,"Day",0,"summer","s04",574374.8,5741690,2272,24.98,0,0,1,1,10,5,9,238,10.61,8,44.63,15,"Alpine-Herbaceous",57,22,31,0.00071224,5.07e-07,0.0220795,961,5.07e-07,"59"
"4578",21030,1,59,"Migrant",1,2004,"Night",1,"summer","s04",577447.8,5738558,2299,23.32,0,0,1,4,10,4,9,236,9.02,8,44.88,15,"Alpine-Herbaceous",40,23,31,0.00078083,6.1e-07,0.0242058,961,6.1e-07,"59"
"4579",23588,1,73,"Migrant",1,2004,"Day",0,"summer","s04",547035.4,5711325,1751,1.06,1,0,0,1,10,1,8,181,10.78,8,4.72,2,"Moderate Conifer",273,20,31,0.00080669,6.51e-07,0.0250075,961,6.51e-07,"73"
"4580",15241,1,59,"Migrant",1,2004,"Day",0,"summer","s04",575268.6,5740965,2315,21.84,0,0,1,1,10,4,9,234,10.35,6,44.78,15,"Alpine-Herbaceous",5,24,31,0.00081745,6.68e-07,0.0253411,961,6.68e-07,"59"
"4581",26785,1,73,"Migrant",1,2004,"Night",1,"summer","s04",547979.6,5709697,1733,0,0,1,0,1,10,1,7,180,15.31,9,5.2,2,"Moderate Conifer",0,19,31,0.00083428,6.96e-07,0.0258626,961,6.96e-07,"73"
"4582",26444,1,74,"Migrant",1,2004,"Night",1,"summer","s04",598230.9,5726984,2376,16.26,0,0,1,5,10,3,7,180,8.72,8,55.13,15,"Alpine-Herbaceous",0,23,31,0.00087815,7.71e-07,0.0272227,961,7.71e-07,"74"
"4583",19782,1,92,"Migrant",1,2004,"Night",1,"summer","s04",580173.3,5708918,2428,26.33,0,0,1,7,10,3,12,149,7.5,7,31.53,15,"Alpine-Herbaceous",46,24,31,0.00091255,8.33e-07,0.0282891,961,8.33e-07,"92"
"4584",25133,1,92,"Migrant",1,2004,"Day",0,"summer","s04",580121.4,5708860,2425,33.5,0,0,1,7,10,4,11,177,7.9,8,31.46,15,"Alpine-Herbaceous",74,23,31,0.00095378,9.1e-07,0.0295672,961,9.1e-07,"92"
"4585",25081,1,93,"Migrant",1,2004,"Night",1,"summer","s04",602386.7,5718234,1882,27.54,0,0,1,7,10,3,8,140,8.83,7,54.45,3,"Closed Conifer",161,25,31,0.00095693,9.16e-07,0.0296648,961,9.16e-07,"93"
"4587",11043,1,93,"Migrant",1,2004,"Night",1,"summer","s04",600607.7,5716258,1813,21.64,0,0,1,5,10,4,10,188,10.67,8,51.8,2,"Moderate Conifer",214,23,31,0.00099421,9.88e-07,0.0308205,961,9.88e-07,"93"
"4588",23020,1,93,"Migrant",1,2004,"Day",0,"summer","s04",600932.7,5717440,1965,22.73,0,0,1,4,10,4,12,162,10.15,7,52.96,3,"Closed Conifer",174,24,31,0.00099705,9.94e-07,0.0309087,961,9.94e-07,"93"
"4589",19091,1,78,"Migrant",1,2004,"Day",0,"summer","s04",558140.1,5703433,2088,14.31,1,0,0,7,10,3,10,169,10.11,8,8.85,2,"Moderate Conifer",297,23,31,0.00101202,1.02e-06,0.0313728,961,1.02e-06,"78"
"4590",26570,1,73,"Migrant",1,2004,"Day",0,"summer","s04",544241.3,5714273,1840,14.35,1,0,0,2,10,4,11,135,12.74,9,4.07,2,"Moderate Conifer",0,20,31,0.00103663,1.07e-06,0.0321357,961,1.07e-06,"73"
"4591",21646,1,96,"Migrant",1,2004,"Day",0,"summer","s04",576509.8,5739913,2383,22.01,0,0,1,3,10,4,9,216,9.65,7,45.02,15,"Alpine-Herbaceous",11,24,31,0.00103667,1.07e-06,0.0321368,961,1.07e-06,"96"
"4593",19117,1,59,"Migrant",1,2004,"Day",0,"summer","s04",575286,5740844,2289,20.77,0,0,1,2,10,4,9,232,10.47,7,44.72,15,"Alpine-Herbaceous",7,23,31,0.00105307,1.11e-06,0.0326453,961,1.11e-06,"59"
"4595",19858,1,59,"Migrant",1,2004,"Day",0,"summer","s04",577364.4,5739102,2318,26.18,0,0,1,4,10,4,10,217,10.07,8,45.15,15,"Alpine-Herbaceous",67,23,31,0.0010676,1.14e-06,0.0330957,961,1.14e-06,"59"
"4596",25715,1,92,"Migrant",1,2004,"Night",1,"summer","s04",580288.1,5708912,2385,25.25,0,0,1,6,10,4,12,145,7.55,9,31.65,15,"Alpine-Herbaceous",0,23,31,0.00109635,1.2e-06,0.033987,961,1.2e-06,"92"
"4597",11426,1,93,"Migrant",1,2004,"Night",1,"summer","s04",600647.9,5716296,1826,19.96,0,0,1,5,10,4,10,178,12.74,9,51.87,2,"Moderate Conifer",229,23,31,0.00110073,1.21e-06,0.0341225,961,1.21e-06,"93"
"4598",21690,1,93,"Migrant",1,2004,"Day",0,"summer","s04",589070.8,5703039,2392,31.48,1,0,0,9,10,4,7,87,9.23,8,34.34,15,"Alpine-Herbaceous",163,23,31,0.00111561,1.24e-06,0.0345839,961,1.24e-06,"93"
"4599",20492,1,74,"Migrant",1,2004,"Night",1,"summer","s04",580124.4,5709382,2350,26.47,0,0,1,8,10,4,11,232,8.19,7,31.59,15,"Alpine-Herbaceous",0,23,31,0.00112601,1.27e-06,0.0349064,961,1.27e-06,"74"
"4601",23179,1,78,"Migrant",1,2004,"Night",1,"summer","s04",559669.9,5699837,1940,14.79,0,0,1,3,10,3,11,203,10.21,8,9.96,2,"Moderate Conifer",286,22,31,0.00115397,1.33e-06,0.0357731,961,1.33e-06,"78"
"4602",11250,1,93,"Migrant",1,2004,"Night",1,"summer","s04",600653.6,5716297,1819,19.47,0,0,1,5,10,3,10,181,10.67,8,51.88,2,"Moderate Conifer",229,23,31,0.00115429,1.33e-06,0.0357831,961,1.33e-06,"93"
"4603",18639,1,78,"Migrant",1,2004,"Day",0,"summer","s04",557644.5,5700764,1670,4.85,1,0,0,4,10,2,10,188,15.04,8,7.94,3,"Closed Conifer",275,20,31,0.00118756,1.41e-06,0.0368143,961,1.41e-06,"78"
"4606",22599,1,92,"Migrant",1,2004,"Night",1,"summer","s04",581306.3,5705608,2249,9.5,1,0,0,6,10,4,10,158,15.66,8,31.97,3,"Closed Conifer",239,24,31,0.00122377,1.5e-06,0.0379369,961,1.5e-06,"92"
"4607",16879,1,73,"Migrant",1,2004,"Day",0,"summer","s04",544097.2,5714428,1824,10.75,1,0,0,5,10,3,10,143,10.54,8,4.13,3,"Closed Conifer",267,20,31,0.00126576,1.6e-06,0.0392387,961,1.6e-06,"73"
"4608",10858,1,93,"Migrant",1,2004,"Day",0,"summer","s04",600606.1,5716270,1823,20.67,0,0,1,5,10,4,10,184,10.07,9,51.82,2,"Moderate Conifer",214,23,31,0.00138167,1.91e-06,0.0428319,961,1.91e-06,"93"
"4611",5772,1,5,"Migrant",1,2003,"Day",0,"summer","s03",542672.3,5718469,2292,24.77,0,0,1,5,10,5,12,237,9.77,10,6.09,16,"Alpine-Shrubs",272,18,31,0.00144435,2.09e-06,0.0447749,961,2.09e-06,"5"
"4612",3968,1,2,"Migrant",1,2003,"Day",0,"summer","s03",599050.9,5733761,1628,0.95,1,0,0,1,8,1,4,182,10.89,9,59.32,8,"Shrubs",490,17,46,0.33,0.1089,15.18,2116,0.1089,"2"
"4613",26490,1,92,"Migrant",1,2004,"Day",0,"summer","s04",580279.6,5708900,2383,29.97,0,0,1,6,10,4,12,173,8.45,9,31.61,15,"Alpine-Herbaceous",0,22,31,0.00145545,2.12e-06,0.0451191,961,2.12e-06,"92"
"4614",11265,1,93,"Migrant",1,2004,"Day",0,"summer","s04",600656.5,5716288,1810,20.17,0,0,1,5,10,3,10,182,12.73,8,51.86,2,"Moderate Conifer",229,23,31,0.00146743,2.15e-06,0.0454904,961,2.15e-06,"93"
"4615",15697,1,73,"Migrant",1,2004,"Night",1,"summer","s04",547965.3,5711701,1743,2.05,1,0,0,1,10,1,6,186,11.51,6,5.73,1,"Open Conifer",273,21,31,0.00147214,2.17e-06,0.0456363,961,2.17e-06,"73"
"4616",11291,1,93,"Migrant",1,2004,"Day",0,"summer","s04",600640.6,5716352,1843,19.85,0,0,1,6,10,4,10,175,10.52,8,51.91,2,"Moderate Conifer",230,23,31,0.00148126,2.19e-06,0.0459191,961,2.19e-06,"93"
"4617",25760,1,92,"Migrant",1,2004,"Day",0,"summer","s04",580300,5708900,2374,29.9,0,0,1,6,10,4,12,166,8.45,9,31.64,15,"Alpine-Herbaceous",0,22,31,0.00148598,2.21e-06,0.0460653,961,2.21e-06,"92"
"4619",11322,1,93,"Migrant",1,2004,"Day",0,"summer","s04",600661.3,5716361,1836,18.99,0,0,1,6,10,4,10,177,10.5,8,51.93,2,"Moderate Conifer",229,23,31,0.00153221,2.35e-06,0.0474986,961,2.35e-06,"93"
"4620",23547,1,78,"Migrant",1,2004,"Night",1,"summer","s04",556736.7,5702467,1751,10.43,0,0,1,2,10,3,9,209,11.53,8,7.24,3,"Closed Conifer",205,21,31,0.00157296,2.47e-06,0.0487617,961,2.47e-06,"78"
"4621",12554,1,93,"Migrant",1,2004,"Day",0,"summer","s04",598069.5,5710105,1953,27.48,0,0,1,5,10,3,7,153,9.06,8,45.39,3,"Closed Conifer",190,24,31,0.00157874,2.49e-06,0.0489411,961,2.49e-06,"93"
"4622",16039,1,92,"Migrant",1,2004,"Day",0,"summer","s04",584333.1,5706563,2410,24.89,0,0,1,6,10,5,10,140,9.36,7,34.48,15,"Alpine-Herbaceous",60,24,31,0.00161354,2.6e-06,0.0500198,961,2.6e-06,"92"
"4623",17302,1,93,"Migrant",1,2004,"Night",1,"summer","s04",592152.2,5705920,2273,17.27,0,0,1,6,10,3,9,196,11.63,8,38.47,15,"Alpine-Herbaceous",104,22,31,0.00161553,2.61e-06,0.0500814,961,2.61e-06,"93"
"4624",5689,1,5,"Migrant",1,2003,"Day",0,"summer","s03",542647.3,5718438,2274,23.76,0,0,1,6,10,4,12,235,9.92,10,6.05,16,"Alpine-Shrubs",286,18,31,0.00162011,2.62e-06,0.0502233,961,2.62e-06,"5"
"4625",10646,1,73,"Migrant",1,2004,"Day",0,"summer","s04",554005.6,5699730,1588,5,1,0,0,6,10,2,3,164,9.23,7,4.33,1,"Open Conifer",259,20,31,0.00165173,2.73e-06,0.0512036,961,2.73e-06,"73"
"4626",22470,1,104,"Migrant",1,2004,"Day",0,"summer","s04",584134.3,5749487,1971,24.27,0,0,1,4,10,3,9,237,9.54,7,57.08,3,"Closed Conifer",95,25,31,0.00165959,2.75e-06,0.0514474,961,2.75e-06,"104"
"4627",10703,1,90,"Migrant",1,2004,"Night",1,"summer","s04",587433.3,5750245,1754,19.24,0,0,1,2,10,5,8,192,7.85,6,60.03,1,"Open Conifer",170,24,31,0.00168209,2.83e-06,0.0521448,961,2.83e-06,"90"
"4628",5701,1,5,"Migrant",1,2003,"Day",0,"summer","s03",542629.4,5718422,2262,23.57,0,0,1,6,10,4,12,234,10.02,10,6.02,16,"Alpine-Shrubs",286,18,31,0.0016911,2.86e-06,0.0524241,961,2.86e-06,"5"
"4629",20682,1,96,"Migrant",1,2004,"Day",0,"summer","s04",575468.5,5738958,2301,17.09,0,0,1,6,10,2,10,154,9.36,7,43.6,15,"Alpine-Herbaceous",64,23,31,0.00175364,3.08e-06,0.0543627,961,3.08e-06,"96"
"4630",25517,1,74,"Migrant",1,2004,"Day",0,"summer","s04",601859.1,5725785,2218,23.32,1,0,0,3,10,4,8,95,9.84,7,57.83,15,"Alpine-Herbaceous",0,23,31,0.00175899,3.09e-06,0.0545286,961,3.09e-06,"74"
"4633",15217,1,92,"Migrant",1,2004,"Night",1,"summer","s04",579675.3,5708254,2229,20.72,0,0,1,9,10,4,11,163,9.85,9,30.87,15,"Alpine-Herbaceous",126,21,31,0.00183958,3.38e-06,0.0570268,961,3.38e-06,"92"
"4634",10944,1,90,"Migrant",1,2004,"Day",0,"summer","s04",587525.3,5750183,1716,24.1,0,0,1,2,10,4,8,181,8.99,6,60.06,1,"Open Conifer",214,23,31,0.00187906,3.53e-06,0.0582508,961,3.53e-06,"90"
"4635",15526,1,78,"Migrant",1,2004,"Night",1,"summer","s04",554951.6,5701241,1649,9.42,0,0,1,5,10,1,4,207,12.44,8,5.26,2,"Moderate Conifer",271,20,31,0.00189263,3.58e-06,0.0586715,961,3.58e-06,"78"
"4637",3789,1,5,"Migrant",1,2003,"Day",0,"summer","s03",549076.5,5713788,2105,18.93,0,0,1,2,10,3,15,228,10.43,9,7.47,8,"Shrubs",451,12,31,0.00196599,3.87e-06,0.0609458,961,3.87e-06,"5"
"4638",17634,1,78,"Migrant",1,2004,"Night",1,"summer","s04",556132,5700107,1641,2.63,1,0,0,3,10,1,3,185,14.93,8,6.44,2,"Moderate Conifer",338,19,31,0.00198975,3.96e-06,0.0616821,961,3.96e-06,"78"
"4640",23190,1,92,"Migrant",1,2004,"Night",1,"summer","s04",584084.6,5707583,2261,21.13,1,0,0,7,10,4,9,116,10.23,8,35.03,15,"Alpine-Herbaceous",140,22,31,0.00204828,4.2e-06,0.0634967,961,4.2e-06,"92"
"4641",25293,1,93,"Migrant",1,2004,"Night",1,"summer","s04",602816.8,5718666,1829,19.89,0,0,1,6,10,3,5,200,8.91,7,55.08,2,"Moderate Conifer",174,24,31,0.00212453,4.51e-06,0.0658603,961,4.51e-06,"93"
"4642",25179,1,74,"Migrant",1,2004,"Night",1,"summer","s04",605274.4,5721443,1877,34.18,1,0,0,7,10,5,7,62,8.79,7,58.77,3,"Closed Conifer",234,24,31,0.00213892,4.57e-06,0.0663066,961,4.57e-06,"74"
"4643",24691,1,73,"Migrant",1,2004,"Night",1,"summer","s04",548530.7,5708655,1725,1.35,0,1,0,3,10,1,8,176,11.93,8,5.7,2,"Moderate Conifer",293,20,31,0.00217769,4.74e-06,0.0675084,961,4.74e-06,"73"
"4645",24878,1,93,"Migrant",1,2004,"Day",0,"summer","s04",602840.8,5718733,1846,22.37,0,0,1,7,10,3,5,182,8.38,7,55.15,2,"Moderate Conifer",183,25,31,0.00228019,5.2e-06,0.0706858,961,5.2e-06,"93"
"4646",25771,1,92,"Migrant",1,2004,"Day",0,"summer","s04",580295.3,5708940,2385,25.25,0,0,1,6,10,4,12,145,7.55,9,31.65,15,"Alpine-Herbaceous",0,23,31,0.00228111,5.2e-06,0.0707145,961,5.2e-06,"92"
"4648",14750,1,78,"Migrant",1,2004,"Day",0,"summer","s04",555827.3,5700602,1649,3.03,0,1,0,1,10,1,3,180,10.83,8,6.11,2,"Moderate Conifer",266,20,31,0.00242027,5.86e-06,0.0750285,961,5.86e-06,"78"
"4649",19855,1,93,"Migrant",1,2004,"Day",0,"summer","s04",597807.1,5710322,2062,17.09,0,0,1,5,10,4,7,222,8.67,7,45.43,2,"Moderate Conifer",162,24,31,0.00242286,5.87e-06,0.0751087,961,5.87e-06,"93"
"4650",14733,1,94,"Migrant",1,2004,"Day",0,"summer","s04",599164.6,5733221,1617,2.05,1,0,0,1,10,1,3,186,11.51,9,59.12,7,"Herbaceous",344,83,143,0.17,0.0289,24.31,20449,0.0289,"94"
"4651",22071,1,93,"Migrant",1,2004,"Day",0,"summer","s04",591157.6,5704862,2353,23.41,0,0,1,6,10,4,8,224,8.73,7,37.03,15,"Alpine-Herbaceous",0,24,31,0.00244163,5.96e-06,0.0756904,961,5.96e-06,"93"
"4653",21682,1,59,"Migrant",1,2004,"Day",0,"summer","s04",574387,5739582,2285,19.97,1,0,0,5,10,4,11,110,8.5,4,43.2,16,"Alpine-Shrubs",0,27,31,0.00256545,6.58e-06,0.0795288,961,6.58e-06,"59"
"4654",14739,1,78,"Migrant",1,2004,"Day",0,"summer","s04",555799.3,5700620,1648,2.69,0,1,0,1,10,1,3,180,10.95,8,6.09,2,"Moderate Conifer",266,20,31,0.00258425,6.68e-06,0.0801118,961,6.68e-06,"78"
"4655",7811,1,25,"Migrant",1,2003,"Night",1,"summer","s03",555165.3,5711609,2274,16.03,0,0,1,3,10,3,9,196,8.04,8,11.81,16,"Alpine-Shrubs",321,18,31,0.00261748,6.85e-06,0.0811417,961,6.85e-06,"25"
"4656",14680,1,104,"Migrant",1,2004,"Night",1,"summer","s04",584003.5,5750690,2176,13.91,0,0,1,10,10,2,9,161,8.19,6,57.81,1,"Open Conifer",214,26,31,0.00262758,6.9e-06,0.0814551,961,6.9e-06,"104"
"4657",15172,1,92,"Migrant",1,2004,"Day",0,"summer","s04",579682.3,5708320,2238,23.62,0,0,1,9,10,4,11,171,9.82,9,30.92,15,"Alpine-Herbaceous",121,21,31,0.00266291,7.09e-06,0.0825503,961,7.09e-06,"92"
"4659",11221,1,73,"Migrant",1,2004,"Night",1,"summer","s04",554937.9,5699492,1572,3.94,1,0,0,3,10,1,3,184,10.16,6,5.28,1,"Open Conifer",240,20,31,0.00281826,7.94e-06,0.0873661,961,7.94e-06,"73"
"4660",25024,1,93,"Migrant",1,2004,"Day",0,"summer","s04",602271.3,5718916,1950,15.73,0,0,1,6,10,3,7,160,8.06,7,54.94,2,"Moderate Conifer",196,24,31,0.00283133,8.02e-06,0.0877712,961,8.02e-06,"93"
"4661",16286,1,93,"Migrant",1,2004,"Day",0,"summer","s04",597036.1,5709733,2234,24.96,0,0,1,5,10,3,7,163,8.66,8,44.47,15,"Alpine-Herbaceous",88,23,31,0.00293216,8.6e-06,0.090897,961,8.6e-06,"93"
"4662",4684,1,42,"Migrant",1,2003,"Night",1,"summer","s03",598462.8,5726881,2292,14.25,0,0,1,6,10,3,6,171,10.47,8,55.3,14,"Burn-Shrub",367,13,31,0.00303647,9.22e-06,0.0941307,961,9.22e-06,"42"
"4663",23479,1,94,"Migrant",1,2004,"Day",0,"summer","s04",603988.6,5728946,1772,11.38,0,0,1,4,10,2,6,210,8.4,7,61.14,2,"Moderate Conifer",181,24,31,0.00308497,9.52e-06,0.0956341,961,9.52e-06,"94"
"4664",15929,1,92,"Migrant",1,2004,"Day",0,"summer","s04",584585.8,5706327,2281,15.31,0,0,1,8,10,3,10,158,8.09,8,34.41,15,"Alpine-Herbaceous",145,21,31,0.00334468,1.12e-05,0.103685,961,1.12e-05,"92"
